Review Text,Actual Sentiment,Predicted Sentiment,Original Rating
aahhh parah nih mobile jkn sih buka aplikasi tetiba suruh masuk yg pake nik ps hasil buka aplikasi nya kudu masuk pake nik ps lu sih aplikasi bikin ribet susah lahhh,negative,negative,5
alhamdulillah lancar bantu,neutral,neutral,1
update ga daftardata temu,neutral,neutral,1
susah bngt log in nya,negative,negative,1
hebat,positive,positive,5
pas verifikasi kalinambah sulit,negative,negative,1
keren simple,neutral,neutral,1
log out sendiiri pas login kagak captcha nya muter muter doang kocak kelas aplikasi perintah anak magang mah suruh aplikasi nya,neutral,neutral,4
akun jkn suka sendirisehari sampe kali loginmohon baik apl mjkn nya terimakasih,positive,positive,1
ganti no hp sms nya gk masuk masuk adain kek kode verifinya wa,neutral,neutral,5
mudah paham mudah daftar nya keren,positive,positive,2
suka logout trs log in lg susah kode bgt masuk,neutral,neutral,5
knp kode otp yg pake nomer ituu ga dikirimudaa nyoba kirim kode otp ulang tpi ga dikirimgimanaa si niitolong kerja sama,neutral,neutral,2
aplikasi gak udah auto debit tagih tetep muncul,neutral,neutral,1
rencana nya kelas la bayar harga mahal fasilitas rata periksa skrining udah bayar mahal nyusahin,neutral,neutral,1
mantap,positive,positive,5
susah utk obat gigi faskes smpai pindah faskesnya susah utk obat gigi rshermina mekarsari tunggu booking antre bulan tp gilir sdh h nya batal dg alas dokter tdk praktek tp booking tgl nya dr bpjs nya tanggal tdk valid melulu tolong baik kerjasama dg dokter rumah sakit wilayah cileungsi bogor trimakasih,negative,negative,5
apilkasi setan,neutral,neutral,5
moga layan mudah baik wni hak nya,positive,positive,5
sebenernya udah bagus apk nya cuman bug gimana gapaham daftar dapetnya sore mulu pdl jadwal praktik dokter pagi sore acara pagi hari praktik daftar skrg praktik aduhhh,positive,neutral,5
login susah buatsandi susah verifikasi sllu ggal bantu nggak sbnernya,negative,negative,5
nunggu kode masuk kaya y ga kirim,neutral,neutral,1
dasar bobrok aplikasi perintah gak ribet,neutral,neutral,1
josslebih mudah,positive,positive,1
cepat layan passrespon,positive,positive,1
biar bener layan nya,neutral,neutral,5
verifikasi wajah bisaharus layan rsterus surat kontrol daftar apk jkn inikalo inibukan memudahkanmalah sulit,negative,negative,1
kode verifikasi udah kali gabisa masuk pulsa nomer aktif tpi gabisa masuk tolong baik butuh kartu serta,positive,positive,1
pakai aman senotosa aplikasi luncur eeeeh ya allah jelek bgt sih masukin nomor hp aja susah,negative,negative,1
matab,neutral,neutral,5
aplikasi buruk,negative,negative,2
cepat bagus,positive,positive,3
kode verifikasi nya susah nya ampun uang pajak pake aplikasi mudah nyusahin,neutral,neutral,1
rating mes kasih mes deh ih ngeselin aplikasi logout mulu,neutral,neutral,5
min aplikasi data serta suami anak hilangsaya sdah coba restart aplikasi tdak munculsaya upgrade jga ttp tdak bisasaya coba tambah ulang serta manual muncul pemberitahuan data sdah daftar mohon bantu min,neutral,neutral,3
verifikasi terustapi masuk masuk bikin apk nya obat aja susah nya ampun,negative,negative,1
kemarin daftar status nik data duduk tinggal maksud ya daftar susah banget,negative,negative,1
puas,positive,positive,2
mudah penggunaanya,positive,positive,5
aplikasi rusak login aja verifikasi blablabla lupa password login login,negative,negative,5
susah pis sulit tibang ganti sandi sma no hp,negative,negative,5
tingkat penambilan foto,neutral,neutral,5
hemdak masuk logout logout atur finger print logout klo gak buka kacau,neutral,neutral,5
jkn ga daftar obat ko logout apk coba masuk susah,negative,negative,2
bagus mudah,positive,positive,5
ngk masuk minggu gagal,negative,negative,2
mudah daftar bpjs,positive,positive,5
otp nya ga masuk,neutral,neutral,5
aplikasi tolol dapet otp susah,negative,negative,5
masuk ga ko kode captcha ga ya muter aja,neutral,neutral,5
daftar nya sulitriweuhngebugga jelasbikin pusing,neutral,neutral,5
matap bedelau,neutral,neutral,1
aplikasi jkn bantu terimakasih jkn,neutral,neutral,1
rubah data jam jam,neutral,neutral,5
peripikasi wajah gagal mulu perhati,negative,negative,1
good apps bantu,neutral,neutral,5
jkn,neutral,neutral,5
login susah gagal nik bnr pasword bnr gagal kode verikasi bikin kesel udh update gilir update burulk susah gmn nambah b fulll apliksinya jg eror terosssssszzzszzz,negative,negative,5
bayar iur jarang d pakai pakai update login ulang bikin pin payah,negative,negative,5
aplikasi baru gak pol jantung yg kemarin update mas pol jantung gak,neutral,neutral,3
bagus bantu,positive,positive,1
pakai daftar daftar mudah,positive,positive,1
apk nya bagus,positive,positive,1
bintang over all mudah jarang eror update agustus aplikasi cepat terima kasih,positive,positive,5
pagi daftar faskes tingkat lanjut laku bulan ni data gak daftar,neutral,neutral,5
susah login,negative,negative,5
membanti,neutral,neutral,5
buruk aplikasi jkn tolong baik,neutral,positive,2
bantu urgent,neutral,neutral,5
untk daftar verpikasi nmor tlpon nya lambat server yg jeleklemah,negative,negative,5
log in ribet banget trouble,neutral,neutral,5
aplikasi berat bug ambil nomer antri aja gk jaring bagus wifi bagus,positive,positive,5
capek nian ambil antri aplikasi rujuk tgl besok daftar layan pasien tetep aja tulis penuh perintah aplikasi gak benah allahuakbar,neutral,neutral,5
layan jkn,neutral,neutral,1
bagus layanananya,positive,positive,5
yg ribet pilih yg mudah,positive,positive,5
mudah layan,positive,positive,1
bagus ringan,positive,positive,1
aplikasi mudah,positive,positive,1
aplikasi eror logout baik,positive,positive,5
ngelag kali aplikasinyacepat sikit kelen baik ituorg berobatmacam kelen bah,positive,positive,5
bantu proses jd cepat,positive,positive,4
bug gak nerima kode sms atur ulang sandi,neutral,neutral,4
captcha nya muter gak,neutral,neutral,1
aplikasi ter ga gunaaaaaa,neutral,neutral,5
mudah ubah data serta bpjs pindah dinas,positive,positive,5
tingkat apk nya,neutral,neutral,3
update gk login kocak,neutral,neutral,1
tingkat kualitas aman fasilitas,neutral,neutral,5
aplikasi dukung,neutral,neutral,1
ribet banyak aplikasi gajelas kode otp kg muncul banyak makan duit anggar hasil nihil,neutral,neutral,2
keren mudah,positive,positive,5
mudah cepat akses layan sehat terimakasih aplikasi mobile jkn,positive,positive,1
mudah on,positive,positive,1
kalo minimal bagusin aplikasi orang daftar susah gampang susah masyarakat,negative,negative,1
aplikasi matang otp sms aja jam jam muncul,neutral,neutral,5
layan mobile jkn mantap layan off line nya jg ramah santun sejelasjelas nya beneran keren nihh,positive,positive,3
update akun nya kecewa update aman,negative,negative,5
mudah,positive,positive,1
aplikasi gak jelastiap logout terusdengan masuk susah bener aplikasi bikin susah tolong baik,negative,negative,5
aplikasi gajelas si mudah mempersulitttttt gabisa login udh ratus kali coba ttp aja gbsa jkn gajelas bener bener gajelas bikin kesel,positive,positive,5
aplikasi nya mudah obat bpjs cuman jelek nya gin suka akunnyaa,positive,positive,4
captcha nya loading sih,neutral,neutral,5
sip kerja,neutral,neutral,5
bantu sehat masyarakatterutama yg butuh tangan cepat efesienterimakasih jkn,positive,positive,4
jam layan aplikasi sesuai jam layan dokter selisih jam,neutral,neutral,1
udah wajib pakek login generate captcha mati update banget mentang monopoli layan enak,neutral,neutral,3
terimakasih layan baik,positive,positive,5
layan,neutral,neutral,1
yaa ampun daftar aja susah nya ampun dah tinggal verifikasi nomer aja susah bangettt udah kali nya nyoba tetep gabisa emang gaboleh daftar gimana dah baik nunggu hari ngisi ginian doang verifikasi wajah karna cahaya udah pakai senter hp ttp aja gamau deket matahari kah biar,negative,negative,5
aplikasi cepat bantu,positive,positive,3
aplikasi dikit eror nggak ambil antri trobel mulu,neutral,neutral,5
,neutral,neutral,4
ga sih kalo bikin bijak tuh yg bikin rakyat mudah aplikasi logout kalo urgent gmn cetak antri trouble kalo upgrade aplikasi tuh arah yg bagus kalo gabisa mending gausah pake aplikasi nenek tua bingung nyusahin doang aplikasi,positive,positive,5
daftar x cek daftar ga nyaman banget tolong benerin,positive,positive,1
muas layan,neutral,neutral,5
tunggu data sdh masuk mudhan kendala guna,neutral,neutral,5
mudah ubah data,positive,positive,5
abis update eror gimana si,neutral,neutral,5
gooood,neutral,neutral,1
aplikasi bantu sih cepat akhirakhir jadwal rujuk jadwal dokter gak daftar online,positive,positive,5
maju mudah,positive,positive,5
susah guna pake aplikasi mudah susah mudah daftar manual rs langsung,neutral,neutral,5
daftar berkalikali ga masuk perbaikin birokrasi sulit ga,negative,negative,5
aplikasi jkn mobile bantu,neutral,neutral,5
mudah layan sukses,positive,positive,1
aplikasi gak,neutral,neutral,1
bayar anggap nonpremi tunggu aktif bayar mandiri halus ya ambil uang rakyat,neutral,neutral,1
aplikasi error,negative,negative,1
apknya bantu,neutral,neutral,5
susah buka,negative,negative,5
aplikasi gak guna wilayah kalimantan barat rumah sakit gak ambil daftar antri dokter,neutral,neutral,5
suruh daftar aplikasi mobile jkn tpi gk ters daftar kota gk kota tanggerang kabupaten tanggerang aplikasi jelek buka mudah sulit,negative,negative,5
membantutapi skrg suruh login ulangpdahal daftar rubah email no tlponsudah login email no telp tp buka,neutral,neutral,2
nya verifikasi g,neutral,neutral,5
knp pol anakpadahal lumayan mmbantu,neutral,neutral,1
aplikasi bermanfaatdan keren,neutral,neutral,1
mudah urus online,positive,positive,5
lumayan bantu liat tutorial you tube pas ubah data,neutral,neutral,5
verifikasi otp via sms ga masuk masuk jelek,negative,negative,3
log in ulang susahpadahal email nomor hp mesti tolak aplikasi inimenyusahkan gak,neutral,neutral,5
aplikasi bobroksering tdkbisa daftar online dg aplikasi iniselalu masalah,negative,negative,5
simple for used,neutral,neutral,1
aplikasi gak udah verifikasi waja masihh aja salah gak,neutral,neutral,5
susah daftar gagal d verifikasi wajah,negative,negative,1
mudah bantu proses kontrol sehat sesuai tentu laku,positive,positive,4
mantap,positive,positive,5
aplikasi gx udh bayar pake aja susah banget,negative,negative,5
verifikasi nomer,neutral,neutral,5
mantaaappb bantu aplikasi terimakasih minjkn mobile,neutral,neutral,5
ubah paskes mudah,positive,positive,5
good nice,neutral,neutral,3
ga apain log out log in,neutral,neutral,1
bantu,neutral,neutral,5
alangkah baik aplikasi tingkat segi responsive forma segi fitur ok butuh layan aplikasi,positive,positive,1
daftar susah login susah nomer mati nggak daftarin ribet,negative,negative,5
mantul sat set ubah terima kasih,neutral,neutral,4
bereh,neutral,neutral,5
aplikasi teebodoh ya,neutral,neutral,5
cepat responnya mudah nya,positive,positive,1
bantu terimakasih,neutral,neutral,2
ga respect bngt kis bayi tbtb nonaktf benerin online ga,neutral,neutral,5
ganggu,neutral,neutral,5
daftar bpjs tagih iur aneh,negative,negative,1
bantu,neutral,neutral,5
aplikasi yg,neutral,neutral,1
kadang eror semangat baik aplikasi nya ya,positive,positive,5
mudah guna mobile jkn,positive,positive,5
layan bagus mudah,positive,positive,5
sungguh bantu keluarga,neutral,neutral,1
minimal kode otp no pemberitahuan pulsa ga kirim wa sumpah aneh bgt mobile jkn,negative,negative,5
alih akun orang tua ambil antri layar ngeblank klik alih akun suruh puskesmas download,neutral,neutral,1
aplikasi bantu akses layan sehat serta jkn,neutral,neutral,5
aplikasi bagus layan lokasi faskes minus pandang remeh bpjs,positive,positive,5
sukses,neutral,neutral,3
sanagt puass,neutral,neutral,5
aplikasi tolol data udah bener bilang gak sesuai data emang kk sayang bikin mna salah bikin orang bikin lurah,neutral,neutral,1
sekrg d pakai cek iur aja juli smpai sekrg gak berubh sttus mash ad saldo pdhal gak d bayaaaar apkx gak bagus,positive,positive,5
daftar layan sehat mudah aplikasi jkn pantau hasil riwayat obat mudah akses,positive,positive,5
coba aplikasi ramah lansia update log out suka auto log out lansia tuh suka lupa nik password mudah loginnya pake captcha susah baca lansia salah diinput kasih penalti mudah,positive,positive,1
bantu super banget tks,neutral,neutral,5
perfect,neutral,neutral,1
bantu masyarakat indonesia,neutral,neutral,5
manfaat banget,neutral,neutral,5
bagus apknya,positive,positive,5
gabisa login verifikasi,neutral,neutral,5
user friendly mantal sanvat bantu,neutral,neutral,5
kayak sih lupa sandi kode verifikasi wa ngga karna sedia kelas aplikasi perintah lho gilir kode verifikasi sms pake pulsa abis isi pulsa tetep aja ngga masukin kode verifikasi nya kode verifikasi udah masuk sms terang aplikasi nya ngga pulsa mah kode verifikasi aja dah masuk sms ngga masukin aplikasi nya kek,neutral,neutral,5
sinkron data yg ikut data dr nik ygdidaftarkan mobile jkn yg baru gausah data yg data yg update,neutral,neutral,1
antre offline d faskes for whatttt guna antre jkn buang buang kuotasama menuhin simpan hp aja prosedur rumit hadehhhh bayar bulan kelas sakit ga tp layan maksimal,neutral,neutral,5
bagus mobile jkn manfaat sehat daftar online,positive,positive,5
ribet daftar ulang daftar ngak kecewa masuk daftar,negative,negative,1
bantu segi sehat,neutral,neutral,5
luarbiasa bantu sulit urus mutasi ubah data kenal aplikasi mobile jkn urus administrasi mudah rumah kantor terima kasih mobile jkn,neutral,neutral,5
nyamanmudah gampang,neutral,neutral,1
gak ngambil no antre online suruh ngambil no antre online tpi,neutral,neutral,4
otp nya ga masuk masuk,neutral,neutral,5
tingkat fasilitas bagus,positive,positive,5
wellldone,neutral,neutral,5
apk busseuk banget bnyakann d korupsi duit nya ga bsa ngembangin apk,neutral,neutral,5
mudah ubah data,positive,positive,5
layan aplikasi muas,neutral,neutral,5
susah banget verifikasi,negative,negative,2
bantu administrasi sehat,neutral,neutral,2
aplikasi yg bagus,positive,positive,4
bikin sih suka lihat pasien kena daftar bikin ribet habis pulsa karna proses,positive,positive,5
aplikasi parah suruh log in ulang input pasword nik bgini nih klo org gak kompeten suruh garap aplikasi jkn mudah sulit,negative,negative,2
apk sih gak niat banget kode otp aja nggak masukmasuk coba ulang kali,neutral,neutral,1
aplikasi ga daftar aja susah mending hapus aja dah ari play store otp ga masuk gajelas,negative,negative,5
cepat bantu,positive,positive,5
daftar faskes kouta habis kuota tolong tindak susah kalo urgent,negative,negative,1
mohon tanggap serius min serius tdk org coba gagal verifikasi wajah internet stabil wifi data seluler pulsa ikut instruksi yg wajah hadap kiri kedip senyum dll instal ulang apk nonaktif fitur kenal wajah masker kacamata tolong min,negative,negative,1
mudah lancar,positive,positive,1
pas bayar opsi bayar virtual account temu,neutral,neutral,2
aplikasi gak pakai,neutral,neutral,4
gak nih apk,neutral,neutral,2
terimakasih,neutral,neutral,5
susah daftar,negative,negative,5
tombol masuk login gak klik password,neutral,neutral,5
update versi baru aplikasi keluarga hilang kantor bpjs dinas sosial smpai dinas sosial bpjs pingpong bingung bpjs daftar akun coba daftar akun istri verifikasi wa lambat dikit wa nya daftar smpai tahap verifikasi email lambat verifikasi email default cape gua habis kantor bpjs bolak,negative,negative,1
aplikasi yg urus gamau daftar gaada respon lol,neutral,neutral,5
tugas rumah sakit sanggat ramah,neutral,neutral,5
jkn ok mantab,neutral,neutral,1
thanks mobile jkn,neutral,neutral,3
daftar bbrapa kali gak kirim kode otp nya payah,negative,negative,1
mudah akses,positive,positive,5
aplikasi yg buruk milik perintah disuru milih utk email sms utk kirim kode otp satu yg bagus milih email bilang daftar email uda daftar email bikin geram,neutral,neutral,3
lot bgt nih aplikasi pakai wifi apake paket data aja server sibuk gaya ken aplikasi error mulu,negative,negative,5
apk rusak gajelas banget lag gabisa dapet kode,negative,negative,5
